# exceed_fraction	latency_ns
1.0	40
0.9689500062613694	40
0.9388641146339078	40
0.9097123897531001	40
0.8814658257473117	40
0.8540963173770408	40
0.8275766320702963	41
0.8018803828262766	50
0.77698200196039	50
0.7528567156644913	50
0.7294805193570228	50
0.7068301537985343	50
0.6848830819488146	50
0.6636174665426099	50
0.643012148361616	50
0.6230466251811244	50
0.6037010313703756	50
0.5849561181263206	50
0.5667932343211247	50
0.5491943079443556	50
0.5321418281213919	50
0.5156188276901592	50
0.49960886631885976	50
0.4840960141478948	50
0.46906483593970666	50
0.454500375720767	50
0.44038814190043196	50
0.4267140928518564	50
0.41346462294062086	50
0.4006265489871693	50
0.38818709714958854	50
0.37613389021367666	50
0.3644549352776552	50
0.35313861181927103	50
0.342173660133414	50
0.3315491701287472	50
0.3212545704722014	50
0.31127961807053306	50
0.3016143878784797	50
0.292249263023372	50
0.28317492523637694	50
0.27438234558085023	50
0.2658627754685741	50
0.2576077379549399	50
0.24960901930441626	50
0.24185866081790838	50
0.23434895091387878	50
0.22707241745534817	50
0.22002182031514395	51
0.2131901441719966	51
0.2065705915303184	51
0.20015657595671676	51
0.19394171552651499	51
0.1879198264737574	51
0.18208491703838273	51
0.17643118150444184	51
0.17095299442342976	51
0.1656449050169821	51
0.1605016317533688	60
0.15551805709238667	60
0.15068922239342408	60
0.14601032298162914	60
0.14147670336727416	60
0.13708385261355818	60
0.13282739984823985	60
0.1287031099146334	60
0.12470687915764178	60
0.12083473134063283	60
0.11708281368909709	60
0.11344739305714936	60
0.10992485221306093	60
0.10651168624012548	60
0.10320449904927861	60
0.1	60
0.09689500062613693	60
0.09388641146339076	60
0.09097123897531002	60
0.08814658257473117	60
0.08540963173770408	60
0.08275766320702961	60
0.08018803828262767	60
0.07769820019603901	60
0.07528567156644912	60
0.07294805193570227	60
0.07068301537985344	60
0.06848830819488146	60
0.06636174665426098	60
0.06430121483616158	60
0.06230466251811245	60
0.06037010313703756	60
0.058495611812632055	61
0.05667932343211246	61
0.05491943079443557	61
0.05321418281213919	61
0.05156188276901592	61
0.04996088663188596	61
0.04840960141478949	61
0.04690648359397067	70
0.0454500375720767	70
0.044038814190043185	70
0.042671409285185646	70
0.04134646229406208	70
0.04006265489871692	70
0.03881870971495884	70
0.03761338902136767	70
0.03644549352776552	70
0.0353138611819271	70
0.03421736601334139	70
0.03315491701287472	70
0.03212545704722014	70
0.031127961807053305	70
0.030161438787847966	70
0.02922492630233721	70
0.028317492523637695	70
0.02743823455808502	70
0.0265862775468574	70
0.025760773795493998	70
0.024960901930441627	70
0.02418586608179084	70
0.023434895091387874	70
0.022707241745534824	70
0.022002182031514394	70
0.02131901441719966	70
0.020657059153031832	70
0.02001565759567168	71
0.0193941715526515	71
0.018791982647375742	71
0.01820849170383827	71
0.01764311815044419	71
0.017095299442342976	71
0.016564490501698212	71
0.016050163175336873	80
0.015551805709238671	80
0.015068922239342409	80
0.014601032298162914	80
0.014147670336727411	80
0.01370838526135582	80
0.013282739984823986	80
0.012870310991463341	80
0.012470687915764176	80
0.012083473134063286	80
0.01170828136890971	80
0.011344739305714936	80
0.01099248522130609	80
0.01065116862401255	80
0.010320449904927862	80
0.010000000000000002	80
0.009689500062613694	80
0.009388641146339076	80
0.009097123897530998	80
0.008814658257473112	80
0.008540963173770412	80
0.008275766320702965	80
0.008018803828262767	80
0.0077698200196039	80
0.007528567156644912	80
0.007294805193570227	80
0.007068301537985341	80
0.0068488308194881425	80
0.006636174665426101	80
0.0064301214836161615	80
0.006230466251811245	80
0.006037010313703756	80
0.0058495611812632055	80
0.0056679323432112455	80
0.005491943079443554	80
0.0053214182812139155	80
0.0051561882769015945	80
0.004996088663188599	80
0.004840960141478949	80
0.004690648359397067	80
0.0045450037572076695	80
0.004403881419004318	80
0.004267140928518562	80
0.004134646229406206	80
0.004006265489871695	80
0.0038818709714958863	80
0.0037613389021367667	80
0.0036445493527765523	81
0.0035313861181927096	81
0.0034217366013341386	81
0.00331549170128747	81
0.0032125457047220123	81
0.0031127961807053323	81
0.003016143878784798	81
0.0029224926302337207	81
0.0028317492523637694	81
0.0027438234558085023	81
0.0026586277546857403	81
0.0025760773795493984	81
0.0024960901930441612	81
0.002418586608179085	81
0.0023434895091387887	81
0.0022707241745534824	81
0.0022002182031514396	81
0.002131901441719966	81
0.0020657059153031832	81
0.0020015657595671673	81
0.001939417155265149	81
0.001879198264737575	81
0.0018208491703838277	81
0.001764311815044419	81
0.0017095299442342977	81
0.001656449050169821	81
0.0016050163175336874	81
0.0015551805709238663	81
0.0015068922239342402	90
0.0014601032298162922	90
0.0014147670336727418	90
0.001370838526135582	90
0.0013282739984823986	90
0.0012870310991463343	90
0.0012470687915764175	90
0.001208347313406328	90
0.0011708281368909704	90
0.0011344739305714942	90
0.0010992485221306095	90
0.001065116862401255	90
0.0010320449904927863	90
0.001	90
0.0009689500062613694	90
0.0009388641146339076	90
0.0009097123897530997	90
0.0008814658257473112	90
0.0008540963173770411	90
0.0008275766320702965	90
0.0008018803828262767	90
0.00077698200196039	91
0.0007528567156644912	91
0.0007294805193570227	91
0.0007068301537985341	91
0.0006848830819488142	91
0.0006636174665426101	91
0.0006430121483616162	91
0.0006230466251811245	100
0.0006037010313703756	100
0.0005849561181263205	100
0.0005667932343211246	100
0.0005491943079443555	100
0.0005321418281213915	100
0.0005156188276901594	100
0.0004996088663188599	100
0.00048409601414789487	100
0.00046906483593970666	101
0.00045450037572076693	101
0.00044038814190043183	101
0.0004267140928518562	110
0.00041346462294062063	110
0.0004006265489871695	110
0.00038818709714958863	111
0.0003761338902136767	120
0.00036445493527765524	120
0.000353138611819271	130
0.0003421736601334139	140
0.000331549170128747	140
0.00032125457047220125	141
0.0003112796180705332	150
0.0003016143878784798	150
0.0002922492630233721	151
0.00028317492523637696	160
0.0002743823455808502	160
0.000265862775468574	160
0.0002576077379549398	161
0.0002496090193044161	170
0.00024185866081790852	170
0.00023434895091387886	170
0.00022707241745534824	170
0.00022002182031514395	170
0.0002131901441719966	170
0.00020657059153031832	170
0.0002001565759567167	170
0.0001939417155265149	170
0.0001879198264737575	170
0.00018208491703838279	171
0.0001764311815044419	171
0.00017095299442342976	171
0.0001656449050169821	171
0.00016050163175336873	171
0.00015551805709238662	171
0.000150689222393424	180
0.00014601032298162923	180
0.0001414767033672742	180
0.0001370838526135582	180
0.00013282739984823985	180
0.00012870310991463342	180
0.00012470687915764174	180
0.0001208347313406328	180
0.00011708281368909703	181
0.00011344739305714942	181
0.00010992485221306096	181
0.00010651168624012551	181
0.00010320449904927862	181
0.0001	181
9.689500062613703e-5	190
9.388641146339076e-5	190
9.097123897531007e-5	190
8.814658257473112e-5	190
8.540963173770412e-5	191
8.275766320702957e-5	200
8.018803828262768e-5	200
7.769820019603893e-5	201
7.528567156644912e-5	201
7.294805193570234e-5	210
7.068301537985341e-5	210
6.848830819488149e-5	211
6.636174665426094e-5	211
6.430121483616162e-5	220
6.230466251811238e-5	220
6.037010313703756e-5	220
5.849561181263211e-5	221
5.6679323432112456e-5	221
5.49194307944356e-5	230
5.321418281213916e-5	230
5.1561882769015943e-5	230
4.9960886631885935e-5	231
4.840960141478949e-5	231
4.690648359397062e-5	240
4.5450037572076696e-5	240
4.4038814190043234e-5	241
4.267140928518562e-5	241
4.134646229406211e-5	250
4.0062654898716905e-5	250
