# binary	round	threads	gcthreads	collection	wall_ms	mark_ms	sweep_ms	safepoint_us	live_mb
vanilla	8	4	2	2	58.126	50.436	7.632	18.936	151.1
vanilla	8	4	2	3	56.604	49.07	7.499	5.961	151.1
vanilla	8	4	2	4	56.519	48.934	7.55	5.23	151.1
vanilla	8	4	2	5	56.574	49.03	7.509	5.941	151.1
vanilla	8	4	2	6	56.942	48.983	7.922	7.264	151.1
vanilla	8	4	2	7	56.611	49.029	7.544	9.919	151.1
vanilla	8	4	2	8	56.774	49.144	7.594	6.533	151.1
vanilla	8	4	2	9	56.997	49.23	7.733	6.442	151.1
vanilla	8	4	2	10	57.332	49.406	7.609	289.747	151.1
vanilla	8	4	2	11	57.4	49.677	7.687	5.229	151.1
vanilla	8	4	2	12	56.847	49.173	7.641	5.23	151.1
regions	8	8	4	1	69.27	58.902	10.329	4.619	279.2
regions	8	8	4	2	60.023	49.963	10.01	10.56	279.2
regions	8	8	4	3	59.794	49.645	10.112	7.193	279.2
regions	8	8	4	4	59.343	49.146	10.155	8.376	279.2
regions	8	8	4	5	59.097	48.805	10.255	7.975	279.2
regions	8	8	4	6	59.903	49.644	10.223	7.915	279.2
regions	8	8	4	7	68.095	57.879	10.18	6.652	279.2
regions	8	8	4	8	58.792	48.484	10.27	7.735	279.2
regions	8	8	4	9	59.345	48.967	10.34	7.514	279.2
regions	8	8	4	10	73.255	62.636	10.297	290.809	279.2
regions	8	8	4	11	61.084	50.034	11.012	5.2	279.2
regions	8	8	4	12	60.948	50.249	10.665	4.177	279.2
vanilla	8	8	4	1	67.747	58.162	9.547	6.653	279.2
vanilla	8	8	4	2	56.948	47.371	9.521	19.146	279.2
vanilla	8	8	4	3	57.597	48.02	9.538	8.306	279.2
vanilla	8	8	4	4	72.004	62.445	9.521	7.995	279.2
vanilla	8	8	4	5	57.292	47.676	9.581	7.594	279.2
vanilla	8	8	4	6	63.401	53.788	9.573	8.386	279.2
vanilla	8	8	4	7	56.78	47.096	9.645	7.985	279.2
vanilla	8	8	4	8	57.229	47.526	9.663	10.7	279.2
vanilla	8	8	4	9	60.783	51.099	9.648	6.572	279.2
vanilla	8	8	4	10	63.397	53.262	9.76	344.941	279.2
vanilla	8	8	4	11	56.484	46.765	9.684	5.23	279.2
vanilla	8	8	4	12	74.006	64.295	9.675	5.781	279.2
regions	8	16	8	1	75.391	58.29	17.049	8.166	535.2
regions	8	16	8	2	67.591	50.419	17.116	11.011	535.2
regions	8	16	8	3	65.892	49.129	16.719	7.084	535.2
regions	8	16	8	4	66.992	50.108	16.84	9.227	535.2
regions	8	16	8	5	66.492	49.452	16.995	7.484	535.2
regions	8	16	8	6	68.619	51.638	16.933	9.107	535.2
regions	8	16	8	7	66.695	49.646	17.003	8.526	535.2
regions	8	16	8	8	71.9	52.963	18.602	292.112	535.2
regions	8	16	8	9	66.35	48.632	17.671	7.645	535.2
regions	8	16	8	10	67.32	50.258	17.018	7.344	535.2
regions	8	16	8	11	67.201	50.197	16.964	5.33	535.2
regions	8	16	8	12	66.95	50.297	16.609	7.073	535.2
vanilla	8	16	8	1	73.486	57.163	16.277	6.202	535.2
vanilla	8	16	8	2	68.808	52.328	16.419	23.665	535.2
vanilla	8	16	8	3	70.882	55.321	15.519	5.55	535.2
vanilla	8	16	8	4	70.177	54.253	15.88	6.582	535.2
vanilla	8	16	8	5	68.817	53.562	15.213	7.444	535.2
vanilla	8	16	8	6	69.613	54.165	15.406	6.833	535.2
vanilla	8	16	8	7	64.479	49.159	15.277	7.685	535.2
vanilla	8	16	8	8	66.791	51.09	15.641	28.534	535.2
vanilla	8	16	8	9	62.995	46.912	16.044	4.278	535.2
vanilla	8	16	8	10	62.87	46.934	15.894	6.672	535.2
vanilla	8	16	8	11	63.823	47.628	16.151	5.491	535.2
vanilla	8	16	8	12	66.493	50.387	16.064	5.751	535.2
regions	8	32	16	1	86.412	60.07	26.275	12.223	1047.2
regions	8	32	16	2	89.676	63.516	26.091	11.232	1047.3
regions	8	32	16	3	86.49	60.217	26.217	7.764	1047.3
regions	8	32	16	4	92.9	66.599	26.243	8.055	1047.3
regions	8	32	16	5	93.046	66.747	26.245	7.525	1047.3
regions	8	32	16	6	92.266	65.92	26.278	21.801	1047.3
regions	8	32	16	7	88.118	61.139	26.912	6.512	1047.3
regions	8	32	16	8	88.68	61.905	26.705	7.805	1047.3
regions	8	32	16	9	87.672	61.041	26.562	8.185	1047.3
regions	8	32	16	10	90.24	63.792	26.393	9.237	1047.3
regions	8	32	16	11	92.039	63.983	27.99	7.384	1047.3
regions	8	32	16	12	97.39	70.653	26.675	8.476	1047.3
vanilla	8	32	16	1	91.091	65.906	25.124	11.672	1047.2
vanilla	8	32	16	2	85.98	61.522	24.388	16.461	1047.3
vanilla	8	32	16	3	82.005	57.651	24.295	7.624	1047.3
vanilla	8	32	16	4	83.106	58.779	24.274	7.604	1047.3
vanilla	8	32	16	5	80.591	56.124	24.413	9.458	1047.3
vanilla	8	32	16	6	86.227	61.672	24.487	20.268	1047.3
vanilla	8	32	16	7	83.727	59.274	24.402	6.122	1047.3
vanilla	8	32	16	8	79.782	55.286	24.446	7.084	1047.3
vanilla	8	32	16	9	82.014	57.565	24.395	7.103	1047.3
vanilla	8	32	16	10	77.262	52.772	24.435	8.286	1047.3
vanilla	8	32	16	11	85.917	61.269	24.594	6.873	1047.3
vanilla	8	32	16	12	76.784	52.175	24.557	7.715	1047.3
vanilla	9	1	1	1	48.634	44.343	4.259	5.13	55.1
vanilla	9	1	1	2	42.103	37.488	4.562	20.579	55.1
vanilla	9	1	1	3	40.039	35.908	4.099	5.67	55.1
vanilla	9	1	1	4	39.95	35.784	4.137	6.382	55.1
vanilla	9	1	1	5	39.604	35.589	3.986	5.701	55.1
vanilla	9	1	1	6	39.669	35.64	3.997	6.753	55.1
vanilla	9	1	1	7	39.597	35.557	4.01	5.37	55.1
vanilla	9	1	1	8	39.545	35.542	3.973	5.801	55.1
vanilla	9	1	1	9	39.359	35.374	3.954	6.281	55.1
vanilla	9	1	1	10	39.424	35.441	3.952	6.012	55.1
vanilla	9	1	1	11	39.404	35.424	3.949	6.602	55.1
vanilla	9	1	1	12	39.476	35.444	3.999	6.121	55.1
regions	9	1	1	1	48.405	44.331	4.046	4.599	55.1
regions	9	1	1	2	42.74	38.137	4.551	20.869	55.1
regions	9	1	1	3	39.835	35.771	4.035	5.28	55.1
regions	9	1	1	4	39.824	35.737	4.058	6.512	55.1
regions	9	1	1	5	39.998	35.938	4.029	6.793	55.1
regions	9	1	1	6	40.008	35.929	4.05	7.394	55.1
regions	9	1	1	7	39.909	35.857	4.02	8.285	55.1
regions	9	1	1	8	39.963	35.921	4.012	7.574	55.1
regions	9	1	1	9	39.818	35.834	3.953	7.474	55.1
regions	9	1	1	10	39.874	35.898	3.945	7.624	55.1
regions	9	1	1	11	39.808	35.83	3.947	7.464	55.1
regions	9	1	1	12	39.943	35.89	4.02	6.863	55.1
vanilla	9	4	2	1	61.607	54.046	7.517	7.093	151.1
vanilla	9	4	2	2	57.743	49.874	7.806	23.053	151.1
vanilla	9	4	2	3	56.452	48.968	7.448	7.404	151.1
vanilla	9	4	2	4	56.16	48.617	7.508	6.452	151.1
vanilla	9	4	2	5	56.736	49.219	7.481	6.843	151.1
vanilla	9	4	2	6	56.933	49.423	7.477	5.631	151.1
vanilla	9	4	2	7	56.807	49.246	7.528	5.971	151.1
vanilla	9	4	2	8	57.129	49.581	7.515	5.871	151.1
vanilla	9	4	2	9	56.722	49.154	7.529	7.113	151.1
vanilla	9	4	2	10	56.486	48.971	7.471	18.164	151.1
vanilla	9	4	2	11	56.587	49.083	7.471	4.659	151.1
vanilla	9	4	2	12	56.386	48.88	7.474	5.019	151.1
regions	9	4	2	1	58.805	51.48	7.287	10.46	151.1
regions	9	4	2	2	59.262	51.751	7.463	11.131	151.1
regions	9	4	2	3	58.641	51.316	7.289	7.795	151.1
regions	9	4	2	4	58.136	50.828	7.273	9.007	151.1
regions	9	4	2	5	58.094	50.749	7.311	7.344	151.1
regions	9	4	2	6	58.123	50.797	7.292	8.025	151.1
regions	9	4	2	7	57.951	50.485	7.43	8.637	151.1
regions	9	4	2	8	57.833	50.493	7.307	8.405	151.1
regions	9	4	2	9	57.939	50.632	7.259	20.509	151.1
regions	9	4	2	10	57.591	50.202	7.357	5.07	151.1
regions	9	4	2	11	57.52	50.223	7.265	5.651	151.1
regions	9	4	2	12	57.633	50.238	7.363	6.001	151.1
vanilla	9	8	4	1	65.751	56.23	9.476	6.322	279.2
vanilla	9	8	4	2	59.28	49.831	9.394	12.243	279.2
vanilla	9	8	4	3	56.73	47.289	9.402	7.194	279.2
vanilla	9	8	4	4	57.321	47.886	9.398	6.913	279.2
vanilla	9	8	4	5	56.538	47.066	9.434	7.825	279.2
vanilla	9	8	4	6	63.65	54.203	9.408	7.925	279.2
vanilla	9	8	4	7	56.854	47.354	9.461	7.644	279.2
vanilla	9	8	4	8	78.575	69.112	9.424	7.163	279.2
vanilla	9	8	4	9	57.659	48.115	9.503	7.364	279.2
vanilla	9	8	4	10	57.311	47.759	9.498	21.961	279.2
vanilla	9	8	4	11	60.738	51.183	9.52	4.599	279.2
vanilla	9	8	4	12	57.693	48.181	9.477	5.44	279.2
regions	9	8	4	1	67.884	57.632	10.213	7.414	279.2
regions	9	8	4	2	60.201	50.074	10.076	9.578	279.2
regions	9	8	4	3	59.561	49.334	10.189	6.453	279.2
regions	9	8	4	4	59.634	49.356	10.241	6.222	279.2
regions	9	8	4	5	59.495	49.168	10.283	7.184	279.2
regions	9	8	4	6	59.094	48.741	10.311	7.564	279.2
regions	9	8	4	7	61.512	51.119	10.354	7.414	279.2
regions	9	8	4	8	58.789	48.373	10.377	7.484	279.2
regions	9	8	4	9	60.813	50.352	10.42	9.248	279.2
regions	9	8	4	10	60.287	49.806	10.424	27.622	279.2
regions	9	8	4	11	59.565	49.086	10.442	5.791	279.2
regions	9	8	4	12	62.386	51.966	10.381	5.4	279.2
vanilla	9	16	8	1	70.27	54.469	15.757	8.587	535.2
vanilla	9	16	8	2	70.602	54.565	15.98	15.95	535.2
vanilla	9	16	8	3	67.156	51.533	15.57	8.536	535.2
vanilla	9	16	8	4	68.054	51.95	16.069	6.392	535.2
vanilla	9	16	8	5	69.713	53.523	16.133	6.492	535.2
vanilla	9	16	8	6	70.853	54.942	15.865	8.606	535.2
vanilla	9	16	8	7	70.387	55.093	15.254	6.632	535.2
vanilla	9	16	8	8	67.102	51.8	15.223	27.852	535.2
vanilla	9	16	8	9	69.238	51.997	17.191	5.781	535.2
vanilla	9	16	8	10	67.599	51.772	15.784	7.674	535.2
vanilla	9	16	8	11	73.333	57.294	15.988	6.572	535.2
vanilla	9	16	8	12	69.09	53.413	15.636	8.436	535.2
regions	9	16	8	1	73.707	57.453	16.208	6.402	535.2
regions	9	16	8	2	67.804	50.94	16.808	14.247	535.2
regions	9	16	8	3	67.65	50.71	16.894	7.043	535.2
regions	9	16	8	4	66.426	49.429	16.952	7.465	535.2
regions	9	16	8	5	66.299	49.367	16.888	7.093	535.2
regions	9	16	8	6	66.422	49.41	16.967	7.644	535.2
regions	9	16	8	7	67.59	50.547	16.996	9.788	535.2
regions	9	16	8	8	66.511	49.504	16.944	27.963	535.2
regions	9	16	8	9	68.31	51.277	16.99	6.192	535.2
regions	9	16	8	10	66.43	49.346	17.039	5.279	535.2
regions	9	16	8	11	67.786	50.79	16.956	5.521	535.2
regions	9	16	8	12	67.846	50.745	17.06	4.87	535.2
vanilla	9	32	16	1	90.446	65.649	24.738	10.319	1047.2
vanilla	9	32	16	2	83.223	58.349	24.803	13.225	1047.3
vanilla	9	32	16	3	81.798	56.946	24.795	6.473	1047.3
vanilla	9	32	16	4	83.232	58.318	24.86	7.143	1047.3
vanilla	9	32	16	5	85.655	60.687	24.916	6.613	1047.3
vanilla	9	32	16	6	82.407	57.175	25.158	29.416	1047.3
vanilla	9	32	16	7	80.6	55.488	25.059	7.474	1047.3
vanilla	9	32	16	8	84.707	59.521	25.133	8.096	1047.3
vanilla	9	32	16	9	85.751	60.541	25.16	6.803	1047.3
vanilla	9	32	16	10	85.032	59.826	25.154	6.712	1047.3
vanilla	9	32	16	11	84.286	59.067	25.169	6.312	1047.3
vanilla	9	32	16	12	79.669	54.371	25.227	14.327	1047.3
regions	9	32	16	1	100.777	74.385	26.321	17.333	1047.2
regions	9	32	16	2	90.885	64.657	26.158	13.154	1047.3
regions	9	32	16	3	88.122	61.84	26.222	8.055	1047.3
regions	9	32	16	4	88.51	62.137	26.303	15.339	1047.3
regions	9	32	16	5	86.395	60.111	26.228	8.596	1047.3
regions	9	32	16	6	88.564	62.119	26.376	20.498	1047.3
regions	9	32	16	7	89.585	63.116	26.414	8.556	1047.3
regions	9	32	16	8	85.3	58.894	26.352	7.865	1047.3
regions	9	32	16	9	92.723	67.298	25.373	7.635	1047.3
regions	9	32	16	10	87.541	61.088	26.4	7.444	1047.3
regions	9	32	16	11	89.453	63.038	26.36	7.053	1047.3
regions	9	32	16	12	88.371	61.865	26.45	8.055	1047.3
regions	10	1	1	1	49.045	44.847	4.172	3.206	55.1
regions	10	1	1	2	42.595	37.966	4.58	12.323	55.1
regions	10	1	1	3	40.585	36.371	4.183	3.266	55.1
regions	10	1	1	4	41.169	36.922	4.218	3.076	55.1
regions	10	1	1	5	40.856	36.638	4.188	3.828	55.1
regions	10	1	1	6	40.721	36.454	4.237	3.908	55.1
regions	10	1	1	7	40.891	36.794	4.069	4.328	55.1
regions	10	1	1	8	40.45	36.399	4.023	3.957	55.1
regions	10	1	1	9	40.706	36.69	3.988	4.148	55.1
regions	10	1	1	10	40.407	36.339	4.04	3.987	55.1
regions	10	1	1	11	39.903	35.885	3.99	4.378	55.1
regions	10	1	1	12	39.582	35.533	4.021	4.038	55.1
vanilla	10	1	1	1	48.798	44.3	4.47	3.566	55.1
vanilla	10	1	1	2	42.256	37.633	4.58	10.519	55.1
vanilla	10	1	1	3	40.32	36.181	4.111	2.976	55.1
vanilla	10	1	1	4	39.776	35.678	4.071	3.516	55.1
vanilla	10	1	1	5	39.845	35.768	4.049	3.957	55.1
vanilla	10	1	1	6	40.097	36.012	4.057	3.737	55.1
vanilla	10	1	1	7	39.806	35.817	3.961	3.767	55.1
vanilla	10	1	1	8	39.866	35.809	4.029	4.749	55.1
vanilla	10	1	1	9	39.736	35.771	3.936	3.928	55.1
vanilla	10	1	1	10	39.972	35.96	3.984	4.038	55.1
vanilla	10	1	1	11	39.734	35.759	3.947	4.288	55.1
vanilla	10	1	1	12	39.692	35.683	3.981	3.917	55.1
regions	10	4	2	1	58.164	50.618	7.509	10.42	151.1
regions	10	4	2	2	58.959	51.327	7.573	22.914	151.1
regions	10	4	2	3	57.763	50.313	7.415	8.206	151.1
regions	10	4	2	4	57.778	50.253	7.491	7.003	151.1
regions	10	4	2	5	58.063	50.574	7.455	8.075	151.1
regions	10	4	2	6	57.597	50.084	7.48	7.995	151.1
regions	10	4	2	7	57.854	50.311	7.509	7.955	151.1
regions	10	4	2	8	57.944	50.35	7.549	7.755	151.1
regions	10	4	2	9	57.704	50.201	7.465	8.036	151.1
regions	10	4	2	10	57.843	50.326	7.467	21.851	151.1
regions	10	4	2	11	57.792	50.282	7.476	5.591	151.1
regions	10	4	2	12	60.423	52.835	7.548	4.909	151.1
vanilla	10	4	2	1	56.455	48.97	7.45	7.374	151.1
vanilla	10	4	2	2	58.352	50.708	7.59	15.189	151.1
vanilla	10	4	2	3	56.168	48.779	7.354	6.332	151.1
vanilla	10	4	2	4	56.278	48.854	7.39	6.352	151.1
vanilla	10	4	2	5	56.237	48.769	7.434	7.094	151.1
vanilla	10	4	2	6	56.611	49.171	7.402	6.573	151.1
vanilla	10	4	2	7	56.762	49.324	7.404	5.681	151.1
vanilla	10	4	2	8	56.929	49.484	7.412	7.374	151.1
vanilla	10	4	2	9	56.254	48.739	7.478	9.589	151.1
vanilla	10	4	2	10	56.402	48.88	7.475	22.542	151.1
vanilla	10	4	2	11	56.429	48.866	7.532	4.449	151.1
vanilla	10	4	2	12	57.04	49.457	7.551	4.629	151.1
regions	10	8	4	1	82.402	72.336	10.027	7.023	279.2
regions	10	8	4	2	67.345	57.481	9.804	22.652	279.2
regions	10	8	4	3	58.611	48.709	9.863	7.234	279.2
regions	10	8	4	4	57.977	48.024	9.918	7.123	279.2
regions	10	8	4	5	58.66	48.674	9.953	7.735	279.2
regions	10	8	4	6	62.494	52.354	10.106	5.841	279.2
regions	10	8	4	7	59.33	49.286	10.008	7.464	279.2
regions	10	8	4	8	58.733	48.758	9.945	6.552	279.2
regions	10	8	4	9	60.686	50.533	10.116	5.009	279.2
regions	10	8	4	10	65.197	54.997	10.133	28.213	279.2
regions	10	8	4	11	81.403	71.194	10.17	5.441	279.2
regions	10	8	4	12	68.844	58.67	10.139	4.739	279.2
vanilla	10	8	4	1	67.718	56.88	10.788	8.205	279.2
vanilla	10	8	4	2	61.196	50.915	10.225	16.401	279.2
vanilla	10	8	4	3	57.16	47.467	9.66	7.434	279.2
vanilla	10	8	4	4	57.829	47.69	10.092	5.821	279.2
vanilla	10	8	4	5	57.099	47.238	9.819	7.053	279.2
vanilla	10	8	4	6	56.718	46.91	9.763	6.873	279.2
vanilla	10	8	4	7	75.94	66.207	9.687	8.787	279.2
vanilla	10	8	4	8	64.504	54.518	9.933	6.352	279.2
vanilla	10	8	4	9	56.397	46.564	9.755	38.954	279.2
vanilla	10	8	4	10	57.475	47.51	9.924	5.37	279.2
vanilla	10	8	4	11	57.469	47.661	9.767	5.841	279.2
vanilla	10	8	4	12	66.122	56.362	9.721	6.191	279.2
regions	10	16	8	1	74.095	57.433	16.613	9.669	535.2
regions	10	16	8	2	67.166	50.589	16.523	10.66	535.2
regions	10	16	8	3	69.65	53.059	16.544	6.532	535.2
regions	10	16	8	4	65.316	48.635	16.641	6.642	535.2
regions	10	16	8	5	68.244	51.578	16.627	6.392	535.2
regions	10	16	8	6	68.096	51.46	16.594	6.903	535.2
regions	10	16	8	7	66.178	49.507	16.629	8.667	535.2
regions	10	16	8	8	66.796	50.045	16.688	28.815	535.2
regions	10	16	8	9	67.309	50.975	16.291	5.33	535.2
regions	10	16	8	10	67.681	50.909	16.732	6.011	535.2
regions	10	16	8	11	67.296	50.538	16.716	6.462	535.2
regions	10	16	8	12	71.685	54.916	16.728	7.505	535.2
vanilla	10	16	8	1	69.544	53.408	16.083	9.568	535.2
vanilla	10	16	8	2	65.182	49.123	15.999	14.718	535.2
vanilla	10	16	8	3	65.463	49.399	16.023	6.362	535.2
vanilla	10	16	8	4	64.947	48.91	15.996	7.164	535.2
vanilla	10	16	8	5	65.232	49.162	16.02	7.054	535.2
vanilla	10	16	8	6	68.356	52.128	16.177	7.734	535.2
vanilla	10	16	8	7	69.091	53.682	15.355	7.695	535.2
vanilla	10	16	8	8	63.659	47.404	16.213	6.111	535.2
vanilla	10	16	8	9	64.399	48.224	16.111	29.336	535.2
vanilla	10	16	8	10	68.589	53.014	15.53	4.759	535.2
vanilla	10	16	8	11	66.457	50.179	16.235	6.011	535.2
vanilla	10	16	8	12	64.989	48.695	16.254	6.201	535.2
regions	10	32	16	1	106.494	80.407	26.029	9.729	1047.2
regions	10	32	16	2	86.99	60.081	26.834	13.475	1047.3
regions	10	32	16	3	89.735	63.542	26.129	8.405	1047.3
regions	10	32	16	4	90.658	64.284	26.304	8.767	1047.3
regions	10	32	16	5	86.899	60.58	26.261	9.618	1047.3
regions	10	32	16	6	89.867	63.332	26.449	22.783	1047.3
regions	10	32	16	7	87.368	60.227	27.065	9.257	1047.3
regions	10	32	16	8	88.227	61.668	26.496	8.326	1047.3
regions	10	32	16	9	90.792	64.074	26.654	7.224	1047.3
regions	10	32	16	10	85.187	58.48	26.64	7.294	1047.3
regions	10	32	16	11	90.066	63.439	26.556	9.518	1047.3
regions	10	32	16	12	90.478	63.689	26.718	9.127	1047.3
vanilla	10	32	16	1	100.556	75.855	24.645	6.081	1047.2
vanilla	10	32	16	2	89.609	64.973	24.561	13.245	1047.3
vanilla	10	32	16	3	82.212	57.187	24.957	7.514	1047.3
vanilla	10	32	16	4	77.326	52.651	24.62	7.324	1047.3
vanilla	10	32	16	5	82.366	57.572	24.721	7.434	1047.3
vanilla	10	32	16	6	82.98	58.129	24.779	27.362	1047.3
vanilla	10	32	16	7	86.581	61.609	24.919	7.394	1047.3
vanilla	10	32	16	8	83.156	58.101	25.004	7.103	1047.3
vanilla	10	32	16	9	86.146	61.076	25.018	6.563	1047.3
vanilla	10	32	16	10	83.077	58.113	24.902	8.206	1047.3
vanilla	10	32	16	11	80.473	55.435	24.983	8.426	1047.3
vanilla	10	32	16	12	82.651	57.634	24.966	7.304	1047.3
