# round	mode	threads	workers	kind	index	value_us	collections
3	checked	4	3	reset	195	34.836	0
3	checked	4	3	reset	196	35.617	0
3	checked	4	3	reset	197	34.776	0
3	checked	4	3	reset	198	33.924	0
3	checked	4	3	reset	199	33.975	0
3	checked	4	3	reset	200	34.896	0
3	checked	4	3	stall	1	63.31	0
3	checked	4	3	stall	2	71.966	0
3	checked	4	3	stall	3	67.808	0
3	unsafe	4	3	reset	1	0.17	0
3	unsafe	4	3	reset	2	0.09	0
3	unsafe	4	3	reset	3	0.08	0
3	unsafe	4	3	reset	4	0.101	0
3	unsafe	4	3	reset	5	0.071	0
3	unsafe	4	3	reset	6	0.191	0
3	unsafe	4	3	reset	7	0.07	0
3	unsafe	4	3	reset	8	0.08	0
3	unsafe	4	3	reset	9	0.071	0
3	unsafe	4	3	reset	10	0.08	0
3	unsafe	4	3	reset	11	0.071	0
3	unsafe	4	3	reset	12	0.09	0
3	unsafe	4	3	reset	13	0.221	0
3	unsafe	4	3	reset	14	0.31	0
3	unsafe	4	3	reset	15	0.321	0
3	unsafe	4	3	reset	16	0.06	0
3	unsafe	4	3	reset	17	0.08	0
3	unsafe	4	3	reset	18	0.161	0
3	unsafe	4	3	reset	19	0.07	0
3	unsafe	4	3	reset	20	0.08	0
3	unsafe	4	3	reset	21	0.17	0
3	unsafe	4	3	reset	22	0.551	0
3	unsafe	4	3	reset	23	0.07	0
3	unsafe	4	3	reset	24	0.07	0
3	unsafe	4	3	reset	25	0.07	0
3	unsafe	4	3	reset	26	0.07	0
3	unsafe	4	3	reset	27	0.08	0
3	unsafe	4	3	reset	28	0.07	0
3	unsafe	4	3	reset	29	0.08	0
3	unsafe	4	3	reset	30	0.081	0
3	unsafe	4	3	reset	31	0.08	0
3	unsafe	4	3	reset	32	0.07	0
3	unsafe	4	3	reset	33	0.07	0
3	unsafe	4	3	reset	34	0.08	0
3	unsafe	4	3	reset	35	0.07	0
3	unsafe	4	3	reset	36	0.07	0
3	unsafe	4	3	reset	37	0.07	0
3	unsafe	4	3	reset	38	0.08	0
3	unsafe	4	3	reset	39	0.071	0
3	unsafe	4	3	reset	40	0.09	0
3	unsafe	4	3	reset	41	0.08	0
3	unsafe	4	3	reset	42	0.06	0
3	unsafe	4	3	reset	43	0.07	0
3	unsafe	4	3	reset	44	0.081	0
3	unsafe	4	3	reset	45	0.08	0
3	unsafe	4	3	reset	46	0.08	0
3	unsafe	4	3	reset	47	0.07	0
3	unsafe	4	3	reset	48	0.09	0
3	unsafe	4	3	reset	49	0.08	0
3	unsafe	4	3	reset	50	0.08	0
3	unsafe	4	3	reset	51	0.07	0
3	unsafe	4	3	reset	52	0.07	0
3	unsafe	4	3	reset	53	0.101	0
3	unsafe	4	3	reset	54	0.08	0
3	unsafe	4	3	reset	55	0.08	0
3	unsafe	4	3	reset	56	0.07	0
3	unsafe	4	3	reset	57	0.07	0
3	unsafe	4	3	reset	58	0.07	0
3	unsafe	4	3	reset	59	0.07	0
3	unsafe	4	3	reset	60	0.071	0
3	unsafe	4	3	reset	61	0.07	0
3	unsafe	4	3	reset	62	0.071	0
3	unsafe	4	3	reset	63	0.07	0
3	unsafe	4	3	reset	64	0.08	0
3	unsafe	4	3	reset	65	0.06	0
3	unsafe	4	3	reset	66	0.08	0
3	unsafe	4	3	reset	67	0.07	0
3	unsafe	4	3	reset	68	0.07	0
3	unsafe	4	3	reset	69	0.08	0
3	unsafe	4	3	reset	70	0.07	0
3	unsafe	4	3	reset	71	0.07	0
3	unsafe	4	3	reset	72	0.07	0
3	unsafe	4	3	reset	73	0.07	0
3	unsafe	4	3	reset	74	0.07	0
3	unsafe	4	3	reset	75	0.07	0
3	unsafe	4	3	reset	76	0.09	0
3	unsafe	4	3	reset	77	0.07	0
3	unsafe	4	3	reset	78	0.08	0
3	unsafe	4	3	reset	79	0.08	0
3	unsafe	4	3	reset	80	0.08	0
3	unsafe	4	3	reset	81	0.08	0
3	unsafe	4	3	reset	82	0.08	0
3	unsafe	4	3	reset	83	0.08	0
3	unsafe	4	3	reset	84	0.07	0
3	unsafe	4	3	reset	85	0.07	0
3	unsafe	4	3	reset	86	0.081	0
3	unsafe	4	3	reset	87	0.081	0
3	unsafe	4	3	reset	88	0.08	0
3	unsafe	4	3	reset	89	0.07	0
3	unsafe	4	3	reset	90	0.081	0
3	unsafe	4	3	reset	91	0.07	0
3	unsafe	4	3	reset	92	0.081	0
3	unsafe	4	3	reset	93	0.08	0
3	unsafe	4	3	reset	94	0.07	0
3	unsafe	4	3	reset	95	0.09	0
3	unsafe	4	3	reset	96	0.07	0
3	unsafe	4	3	reset	97	0.08	0
3	unsafe	4	3	reset	98	0.081	0
3	unsafe	4	3	reset	99	0.07	0
3	unsafe	4	3	reset	100	0.08	0
3	unsafe	4	3	reset	101	0.07	0
3	unsafe	4	3	reset	102	0.07	0
3	unsafe	4	3	reset	103	0.07	0
3	unsafe	4	3	reset	104	0.071	0
3	unsafe	4	3	reset	105	0.07	0
3	unsafe	4	3	reset	106	0.09	0
3	unsafe	4	3	reset	107	0.08	0
3	unsafe	4	3	reset	108	0.08	0
3	unsafe	4	3	reset	109	0.08	0
3	unsafe	4	3	reset	110	0.081	0
3	unsafe	4	3	reset	111	0.09	0
3	unsafe	4	3	reset	112	0.07	0
3	unsafe	4	3	reset	113	0.08	0
3	unsafe	4	3	reset	114	0.08	0
3	unsafe	4	3	reset	115	0.08	0
3	unsafe	4	3	reset	116	0.08	0
3	unsafe	4	3	reset	117	0.071	0
3	unsafe	4	3	reset	118	0.101	0
3	unsafe	4	3	reset	119	0.07	0
3	unsafe	4	3	reset	120	0.081	0
3	unsafe	4	3	reset	121	0.08	0
3	unsafe	4	3	reset	122	0.07	0
3	unsafe	4	3	reset	123	0.07	0
3	unsafe	4	3	reset	124	0.07	0
3	unsafe	4	3	reset	125	0.08	0
3	unsafe	4	3	reset	126	0.09	0
3	unsafe	4	3	reset	127	0.08	0
3	unsafe	4	3	reset	128	0.07	0
3	unsafe	4	3	reset	129	0.07	0
3	unsafe	4	3	reset	130	0.07	0
3	unsafe	4	3	reset	131	0.071	0
3	unsafe	4	3	reset	132	0.08	0
3	unsafe	4	3	reset	133	0.11	0
3	unsafe	4	3	reset	134	0.07	0
3	unsafe	4	3	reset	135	0.091	0
3	unsafe	4	3	reset	136	0.07	0
3	unsafe	4	3	reset	137	0.08	0
3	unsafe	4	3	reset	138	0.07	0
3	unsafe	4	3	reset	139	0.07	0
3	unsafe	4	3	reset	140	0.09	0
3	unsafe	4	3	reset	141	0.07	0
3	unsafe	4	3	reset	142	0.08	0
3	unsafe	4	3	reset	143	0.07	0
3	unsafe	4	3	reset	144	0.07	0
3	unsafe	4	3	reset	145	0.07	0
3	unsafe	4	3	reset	146	0.08	0
3	unsafe	4	3	reset	147	0.07	0
3	unsafe	4	3	reset	148	0.07	0
3	unsafe	4	3	reset	149	0.07	0
3	unsafe	4	3	reset	150	0.07	0
3	unsafe	4	3	reset	151	0.07	0
3	unsafe	4	3	reset	152	0.08	0
3	unsafe	4	3	reset	153	0.07	0
3	unsafe	4	3	reset	154	0.071	0
3	unsafe	4	3	reset	155	0.07	0
3	unsafe	4	3	reset	156	0.08	0
3	unsafe	4	3	reset	157	0.08	0
3	unsafe	4	3	reset	158	0.08	0
3	unsafe	4	3	reset	159	0.071	0
3	unsafe	4	3	reset	160	0.08	0
3	unsafe	4	3	reset	161	0.08	0
3	unsafe	4	3	reset	162	0.07	0
3	unsafe	4	3	reset	163	0.07	0
3	unsafe	4	3	reset	164	0.07	0
3	unsafe	4	3	reset	165	0.07	0
3	unsafe	4	3	reset	166	0.07	0
3	unsafe	4	3	reset	167	0.071	0
3	unsafe	4	3	reset	168	0.08	0
3	unsafe	4	3	reset	169	0.071	0
3	unsafe	4	3	reset	170	0.09	0
3	unsafe	4	3	reset	171	0.07	0
3	unsafe	4	3	reset	172	0.08	0
3	unsafe	4	3	reset	173	0.08	0
3	unsafe	4	3	reset	174	0.07	0
3	unsafe	4	3	reset	175	0.111	0
3	unsafe	4	3	reset	176	0.07	0
3	unsafe	4	3	reset	177	0.07	0
3	unsafe	4	3	reset	178	0.091	0
3	unsafe	4	3	reset	179	0.08	0
3	unsafe	4	3	reset	180	0.08	0
3	unsafe	4	3	reset	181	0.07	0
3	unsafe	4	3	reset	182	0.08	0
3	unsafe	4	3	reset	183	0.07	0
3	unsafe	4	3	reset	184	0.07	0
3	unsafe	4	3	reset	185	0.081	0
3	unsafe	4	3	reset	186	0.07	0
3	unsafe	4	3	reset	187	0.07	0
3	unsafe	4	3	reset	188	0.08	0
3	unsafe	4	3	reset	189	0.09	0
3	unsafe	4	3	reset	190	0.07	0
3	unsafe	4	3	reset	191	0.07	0
3	unsafe	4	3	reset	192	0.071	0
3	unsafe	4	3	reset	193	0.07	0
3	unsafe	4	3	reset	194	0.08	0
3	unsafe	4	3	reset	195	0.08	0
3	unsafe	4	3	reset	196	0.07	0
3	unsafe	4	3	reset	197	0.081	0
3	unsafe	4	3	reset	198	0.08	0
3	unsafe	4	3	reset	199	0.07	0
3	unsafe	4	3	reset	200	0.07	0
3	unsafe	4	3	stall	1	21.09	0
3	unsafe	4	3	stall	2	0.0	0
3	unsafe	4	3	stall	3	0.0	0
3	checked	8	7	reset	1	85.621	0
3	checked	8	7	reset	2	66.826	0
3	checked	8	7	reset	3	69.371	0
3	checked	8	7	reset	4	52.459	0
3	checked	8	7	reset	5	126.148	0
3	checked	8	7	reset	6	37.872	0
3	checked	8	7	reset	7	34.245	0
3	checked	8	7	reset	8	33.504	0
3	checked	8	7	reset	9	33.975	0
3	checked	8	7	reset	10	32.781	0
3	checked	8	7	reset	11	32.882	0
3	checked	8	7	reset	12	33.403	0
3	checked	8	7	reset	13	33.103	0
3	checked	8	7	reset	14	32.591	0
3	checked	8	7	reset	15	36.99	0
3	checked	8	7	reset	16	32.922	0
3	checked	8	7	reset	17	32.672	0
3	checked	8	7	reset	18	32.131	0
3	checked	8	7	reset	19	32.381	0
3	checked	8	7	reset	20	32.05	0
3	checked	8	7	reset	21	32.661	0
3	checked	8	7	reset	22	32.461	0
3	checked	8	7	reset	23	78.608	0
3	checked	8	7	reset	24	69.09	0
3	checked	8	7	reset	25	63.83	0
3	checked	8	7	reset	26	57.589	0
3	checked	8	7	reset	27	64.141	0
3	checked	8	7	reset	28	49.653	0
3	checked	8	7	reset	29	48.632	0
3	checked	8	7	reset	30	46.888	0
3	checked	8	7	reset	31	46.017	0
3	checked	8	7	reset	32	46.027	0
3	checked	8	7	reset	33	45.306	0
3	checked	8	7	reset	34	44.094	0
3	checked	8	7	reset	35	43.522	0
3	checked	8	7	reset	36	47.128	0
3	checked	8	7	reset	37	44.714	0
3	checked	8	7	reset	38	44.313	0
3	checked	8	7	reset	39	47.299	0
3	checked	8	7	reset	40	44.504	0
3	checked	8	7	reset	41	47.339	0
3	checked	8	7	reset	42	44.393	0
3	checked	8	7	reset	43	42.47	0
3	checked	8	7	reset	44	47.6	0
3	checked	8	7	reset	45	45.566	0
3	checked	8	7	reset	46	45.376	0
3	checked	8	7	reset	47	51.236	0
3	checked	8	7	reset	48	45.587	0
3	checked	8	7	reset	49	44.404	0
3	checked	8	7	reset	50	42.169	0
3	checked	8	7	reset	51	46.067	0
3	checked	8	7	reset	52	44.404	0
3	checked	8	7	reset	53	43.342	0
3	checked	8	7	reset	54	44.715	0
3	checked	8	7	reset	55	43.402	0
3	checked	8	7	reset	56	46.037	0
3	checked	8	7	reset	57	44.764	0
3	checked	8	7	reset	58	45.085	0
3	checked	8	7	reset	59	44.524	0
3	checked	8	7	reset	60	46.658	0
3	checked	8	7	reset	61	44.945	0
3	checked	8	7	reset	62	63.83	0
3	checked	8	7	reset	63	49.443	0
3	checked	8	7	reset	64	49.423	0
3	checked	8	7	reset	65	44.935	0
3	checked	8	7	reset	66	45.405	0
3	checked	8	7	reset	67	43.932	0
3	checked	8	7	reset	68	45.446	0
3	checked	8	7	reset	69	43.061	0
3	checked	8	7	reset	70	43.883	0
3	checked	8	7	reset	71	44.173	0
3	checked	8	7	reset	72	45.035	0
3	checked	8	7	reset	73	42.57	0
3	checked	8	7	reset	74	42.961	0
3	checked	8	7	reset	75	43.993	0
3	checked	8	7	reset	76	45.296	0
3	checked	8	7	reset	77	42.3	0
3	checked	8	7	reset	78	44.063	0
3	checked	8	7	reset	79	47.54	0
3	checked	8	7	reset	80	45.616	0
3	checked	8	7	reset	81	48.342	0
3	checked	8	7	reset	82	44.925	0
3	checked	8	7	reset	83	45.275	0
3	checked	8	7	reset	84	44.785	0
3	checked	8	7	reset	85	45.406	0
3	checked	8	7	reset	86	44.424	0
3	checked	8	7	reset	87	44.474	0
3	checked	8	7	reset	88	44.484	0
3	checked	8	7	reset	89	43.503	0
3	checked	8	7	reset	90	45.225	0
3	checked	8	7	reset	91	43.172	0
3	checked	8	7	reset	92	43.773	0
3	checked	8	7	reset	93	43.993	0
3	checked	8	7	reset	94	43.683	0
3	checked	8	7	reset	95	45.225	0
3	checked	8	7	reset	96	48.401	0
3	checked	8	7	reset	97	45.326	0
3	checked	8	7	reset	98	43.052	0
3	checked	8	7	reset	99	44.434	0
3	checked	8	7	reset	100	41.909	0
3	checked	8	7	reset	101	43.232	0
3	checked	8	7	reset	102	42.831	0
3	checked	8	7	reset	103	172.956	0
3	checked	8	7	reset	104	62.759	0
3	checked	8	7	reset	105	54.423	0
3	checked	8	7	reset	106	54.803	0
3	checked	8	7	reset	107	54.904	0
3	checked	8	7	reset	108	2159.044	0
3	checked	8	7	reset	109	56.196	0
3	checked	8	7	reset	110	89.509	0
3	checked	8	7	reset	111	52.389	0
3	checked	8	7	reset	112	110.559	0
3	checked	8	7	reset	113	79.43	0
3	checked	8	7	reset	114	64.171	0
3	checked	8	7	reset	115	55.074	0
3	checked	8	7	reset	116	50.144	0
3	checked	8	7	reset	117	52.059	0
3	checked	8	7	reset	118	46.187	0
3	checked	8	7	reset	119	59.422	0
3	checked	8	7	reset	120	52.249	0
3	checked	8	7	reset	121	57.408	0
3	checked	8	7	reset	122	49.864	0
3	checked	8	7	reset	123	52.56	0
3	checked	8	7	reset	124	114.286	0
3	checked	8	7	reset	125	78.719	0
3	checked	8	7	reset	126	52.759	0
3	checked	8	7	reset	127	60.354	0
3	checked	8	7	reset	128	54.983	0
3	checked	8	7	reset	129	72.456	0
3	checked	8	7	reset	130	91.223	0
3	checked	8	7	reset	131	52.138	0
3	checked	8	7	reset	132	70.252	0
3	checked	8	7	reset	133	54.784	0
3	checked	8	7	reset	134	51.047	0
3	checked	8	7	reset	135	59.422	0
3	checked	8	7	reset	136	54.062	0
3	checked	8	7	reset	137	50.966	0
3	checked	8	7	reset	138	51.768	0
3	checked	8	7	reset	139	48.111	0
3	checked	8	7	reset	140	47.77	0
3	checked	8	7	reset	141	53.701	0
3	checked	8	7	reset	142	52.93	0
3	checked	8	7	reset	143	50.335	0
3	checked	8	7	reset	144	48.471	0
3	checked	8	7	reset	145	49.203	0
3	checked	8	7	reset	146	53.0	0
3	checked	8	7	reset	147	59.773	0
3	checked	8	7	reset	148	53.581	0
3	checked	8	7	reset	149	69.932	0
3	checked	8	7	reset	150	50.967	0
3	checked	8	7	reset	151	46.047	0
3	checked	8	7	reset	152	50.746	0
3	checked	8	7	reset	153	50.595	0
3	checked	8	7	reset	154	48.863	0
3	checked	8	7	reset	155	51.367	0
3	checked	8	7	reset	156	46.668	0
3	checked	8	7	reset	157	53.902	0
3	checked	8	7	reset	158	49.143	0
3	checked	8	7	reset	159	48.371	0
3	checked	8	7	reset	160	47.941	0
3	checked	8	7	reset	161	51.978	0
3	checked	8	7	reset	162	50.064	0
3	checked	8	7	reset	163	45.727	0
3	checked	8	7	reset	164	49.083	0
3	checked	8	7	reset	165	49.173	0
3	checked	8	7	reset	166	47.69	0
3	checked	8	7	reset	167	51.587	0
3	checked	8	7	reset	168	50.675	0
3	checked	8	7	reset	169	49.694	0
3	checked	8	7	reset	170	47.921	0
3	checked	8	7	reset	171	51.417	0
3	checked	8	7	reset	172	51.998	0
3	checked	8	7	reset	173	141.276	0
3	checked	8	7	reset	174	67.047	0
3	checked	8	7	reset	175	60.043	0
3	checked	8	7	reset	176	61.366	0
3	checked	8	7	reset	177	60.133	0
3	checked	8	7	reset	178	45.756	0
3	checked	8	7	reset	179	44.413	0
3	checked	8	7	reset	180	43.923	0
3	checked	8	7	reset	181	43.352	0
3	checked	8	7	reset	182	46.208	0
3	checked	8	7	reset	183	47.389	0
3	checked	8	7	reset	184	43.853	0
3	checked	8	7	reset	185	44.514	0
3	checked	8	7	reset	186	46.477	0
3	checked	8	7	reset	187	44.514	0
3	checked	8	7	reset	188	44.905	0
3	checked	8	7	reset	189	42.991	0
3	checked	8	7	reset	190	49.744	0
3	checked	8	7	reset	191	46.518	0
3	checked	8	7	reset	192	45.807	0
3	checked	8	7	reset	193	45.727	0
3	checked	8	7	reset	194	44.484	0
3	checked	8	7	reset	195	45.686	0
3	checked	8	7	reset	196	47.059	0
3	checked	8	7	reset	197	48.141	0
3	checked	8	7	reset	198	46.919	0
3	checked	8	7	reset	199	42.811	0
3	checked	8	7	reset	200	45.085	0
3	checked	8	7	stall	1	548.976	0
3	checked	8	7	stall	2	170.472	0
3	checked	8	7	stall	3	168.799	0
3	checked	8	7	stall	4	167.305	0
3	checked	8	7	stall	5	167.877	0
3	checked	8	7	stall	6	167.987	0
3	checked	8	7	stall	7	184.148	0
3	unsafe	8	7	reset	1	0.18	0
3	unsafe	8	7	reset	2	0.07	0
3	unsafe	8	7	reset	3	0.1	0
3	unsafe	8	7	reset	4	0.18	0
3	unsafe	8	7	reset	5	0.16	0
3	unsafe	8	7	reset	6	0.171	0
3	unsafe	8	7	reset	7	0.201	0
3	unsafe	8	7	reset	8	0.18	0
3	unsafe	8	7	reset	9	0.17	0
3	unsafe	8	7	reset	10	0.07	0
3	unsafe	8	7	reset	11	0.081	0
3	unsafe	8	7	reset	12	0.07	0
3	unsafe	8	7	reset	13	0.16	0
3	unsafe	8	7	reset	14	0.34	0
3	unsafe	8	7	reset	15	0.33	0
3	unsafe	8	7	reset	16	0.34	0
3	unsafe	8	7	reset	17	0.1	0
3	unsafe	8	7	reset	18	0.09	0
3	unsafe	8	7	reset	19	0.08	0
3	unsafe	8	7	reset	20	0.11	0
3	unsafe	8	7	reset	21	0.09	0
3	unsafe	8	7	reset	22	0.09	0
3	unsafe	8	7	reset	23	0.19	0
3	unsafe	8	7	reset	24	0.291	0
3	unsafe	8	7	reset	25	0.08	0
3	unsafe	8	7	reset	26	0.08	0
3	unsafe	8	7	reset	27	0.181	0
3	unsafe	8	7	reset	28	0.291	0
3	unsafe	8	7	reset	29	0.07	0
3	unsafe	8	7	reset	30	0.08	0
3	unsafe	8	7	reset	31	0.081	0
3	unsafe	8	7	reset	32	0.08	0
3	unsafe	8	7	reset	33	0.07	0
3	unsafe	8	7	reset	34	0.09	0
3	unsafe	8	7	reset	35	0.08	0
3	unsafe	8	7	reset	36	0.07	0
3	unsafe	8	7	reset	37	0.07	0
3	unsafe	8	7	reset	38	0.101	0
3	unsafe	8	7	reset	39	0.09	0
3	unsafe	8	7	reset	40	0.08	0
3	unsafe	8	7	reset	41	0.08	0
3	unsafe	8	7	reset	42	0.07	0
3	unsafe	8	7	reset	43	0.091	0
3	unsafe	8	7	reset	44	0.09	0
3	unsafe	8	7	reset	45	0.07	0
3	unsafe	8	7	reset	46	0.07	0
3	unsafe	8	7	reset	47	0.07	0
3	unsafe	8	7	reset	48	0.08	0
3	unsafe	8	7	reset	49	0.08	0
3	unsafe	8	7	reset	50	0.08	0
3	unsafe	8	7	reset	51	0.1	0
3	unsafe	8	7	reset	52	0.08	0
3	unsafe	8	7	reset	53	0.08	0
3	unsafe	8	7	reset	54	0.07	0
3	unsafe	8	7	reset	55	0.13	0
3	unsafe	8	7	reset	56	0.121	0
3	unsafe	8	7	reset	57	0.13	0
3	unsafe	8	7	reset	58	0.13	0
3	unsafe	8	7	reset	59	0.07	0
3	unsafe	8	7	reset	60	0.071	0
3	unsafe	8	7	reset	61	0.081	0
3	unsafe	8	7	reset	62	0.07	0
3	unsafe	8	7	reset	63	0.07	0
3	unsafe	8	7	reset	64	0.08	0
3	unsafe	8	7	reset	65	0.09	0
3	unsafe	8	7	reset	66	0.08	0
3	unsafe	8	7	reset	67	0.071	0
3	unsafe	8	7	reset	68	0.071	0
3	unsafe	8	7	reset	69	0.08	0
3	unsafe	8	7	reset	70	0.08	0
3	unsafe	8	7	reset	71	0.09	0
3	unsafe	8	7	reset	72	0.09	0
3	unsafe	8	7	reset	73	0.08	0
3	unsafe	8	7	reset	74	0.1	0
3	unsafe	8	7	reset	75	0.08	0
3	unsafe	8	7	reset	76	0.08	0
3	unsafe	8	7	reset	77	0.08	0
3	unsafe	8	7	reset	78	0.071	0
3	unsafe	8	7	reset	79	0.081	0
3	unsafe	8	7	reset	80	0.09	0
3	unsafe	8	7	reset	81	0.081	0
3	unsafe	8	7	reset	82	0.07	0
3	unsafe	8	7	reset	83	0.08	0
3	unsafe	8	7	reset	84	0.09	0
3	unsafe	8	7	reset	85	0.121	0
3	unsafe	8	7	reset	86	0.09	0
3	unsafe	8	7	reset	87	0.08	0
3	unsafe	8	7	reset	88	0.08	0
3	unsafe	8	7	reset	89	0.08	0
3	unsafe	8	7	reset	90	0.09	0
3	unsafe	8	7	reset	91	0.08	0
3	unsafe	8	7	reset	92	0.09	0
3	unsafe	8	7	reset	93	0.08	0
3	unsafe	8	7	reset	94	0.08	0
3	unsafe	8	7	reset	95	0.08	0
3	unsafe	8	7	reset	96	0.08	0
3	unsafe	8	7	reset	97	0.08	0
3	unsafe	8	7	reset	98	0.08	0
3	unsafe	8	7	reset	99	0.07	0
3	unsafe	8	7	reset	100	0.08	0
3	unsafe	8	7	reset	101	0.08	0
3	unsafe	8	7	reset	102	0.07	0
3	unsafe	8	7	reset	103	0.09	0
3	unsafe	8	7	reset	104	0.07	0
3	unsafe	8	7	reset	105	0.081	0
3	unsafe	8	7	reset	106	0.07	0
3	unsafe	8	7	reset	107	0.07	0
3	unsafe	8	7	reset	108	0.08	0
3	unsafe	8	7	reset	109	0.08	0
3	unsafe	8	7	reset	110	0.08	0
3	unsafe	8	7	reset	111	0.07	0
3	unsafe	8	7	reset	112	0.08	0
3	unsafe	8	7	reset	113	0.09	0
3	unsafe	8	7	reset	114	0.08	0
3	unsafe	8	7	reset	115	0.09	0
3	unsafe	8	7	reset	116	0.09	0
3	unsafe	8	7	reset	117	0.08	0
3	unsafe	8	7	reset	118	0.08	0
3	unsafe	8	7	reset	119	0.08	0
3	unsafe	8	7	reset	120	0.08	0
3	unsafe	8	7	reset	121	0.08	0
3	unsafe	8	7	reset	122	0.07	0
3	unsafe	8	7	reset	123	0.09	0
3	unsafe	8	7	reset	124	0.091	0
3	unsafe	8	7	reset	125	0.08	0
3	unsafe	8	7	reset	126	0.09	0
3	unsafe	8	7	reset	127	0.08	0
3	unsafe	8	7	reset	128	0.1	0
3	unsafe	8	7	reset	129	0.08	0
3	unsafe	8	7	reset	130	0.08	0
3	unsafe	8	7	reset	131	0.07	0
3	unsafe	8	7	reset	132	0.08	0
3	unsafe	8	7	reset	133	0.08	0
3	unsafe	8	7	reset	134	0.08	0
3	unsafe	8	7	reset	135	0.07	0
3	unsafe	8	7	reset	136	0.09	0
3	unsafe	8	7	reset	137	0.081	0
3	unsafe	8	7	reset	138	0.081	0
3	unsafe	8	7	reset	139	0.09	0
3	unsafe	8	7	reset	140	0.08	0
3	unsafe	8	7	reset	141	0.09	0
3	unsafe	8	7	reset	142	0.09	0
3	unsafe	8	7	reset	143	0.08	0
3	unsafe	8	7	reset	144	0.09	0
3	unsafe	8	7	reset	145	0.081	0
3	unsafe	8	7	reset	146	0.07	0
3	unsafe	8	7	reset	147	0.1	0
3	unsafe	8	7	reset	148	0.11	0
3	unsafe	8	7	reset	149	0.08	0
3	unsafe	8	7	reset	150	0.08	0
3	unsafe	8	7	reset	151	0.09	0
3	unsafe	8	7	reset	152	0.08	0
3	unsafe	8	7	reset	153	0.08	0
3	unsafe	8	7	reset	154	0.09	0
3	unsafe	8	7	reset	155	0.08	0
3	unsafe	8	7	reset	156	0.09	0
3	unsafe	8	7	reset	157	0.09	0
3	unsafe	8	7	reset	158	0.07	0
3	unsafe	8	7	reset	159	0.101	0
3	unsafe	8	7	reset	160	0.08	0
3	unsafe	8	7	reset	161	0.091	0
3	unsafe	8	7	reset	162	0.08	0
3	unsafe	8	7	reset	163	0.09	0
3	unsafe	8	7	reset	164	0.091	0
3	unsafe	8	7	reset	165	0.081	0
3	unsafe	8	7	reset	166	0.08	0
3	unsafe	8	7	reset	167	0.08	0
3	unsafe	8	7	reset	168	0.081	0
3	unsafe	8	7	reset	169	0.08	0
3	unsafe	8	7	reset	170	0.081	0
3	unsafe	8	7	reset	171	0.08	0
3	unsafe	8	7	reset	172	0.081	0
3	unsafe	8	7	reset	173	0.08	0
3	unsafe	8	7	reset	174	0.07	0
3	unsafe	8	7	reset	175	0.08	0
3	unsafe	8	7	reset	176	0.08	0
3	unsafe	8	7	reset	177	0.1	0
3	unsafe	8	7	reset	178	0.07	0
3	unsafe	8	7	reset	179	0.09	0
3	unsafe	8	7	reset	180	0.1	0
3	unsafe	8	7	reset	181	0.09	0
3	unsafe	8	7	reset	182	0.081	0
3	unsafe	8	7	reset	183	0.1	0
3	unsafe	8	7	reset	184	0.08	0
3	unsafe	8	7	reset	185	0.08	0
3	unsafe	8	7	reset	186	0.08	0
3	unsafe	8	7	reset	187	0.08	0
3	unsafe	8	7	reset	188	0.08	0
3	unsafe	8	7	reset	189	0.08	0
3	unsafe	8	7	reset	190	0.07	0
3	unsafe	8	7	reset	191	0.081	0
3	unsafe	8	7	reset	192	0.08	0
3	unsafe	8	7	reset	193	0.08	0
3	unsafe	8	7	reset	194	0.07	0
3	unsafe	8	7	reset	195	0.071	0
3	unsafe	8	7	reset	196	0.08	0
3	unsafe	8	7	reset	197	0.11	0
3	unsafe	8	7	reset	198	0.08	0
3	unsafe	8	7	reset	199	0.09	0
3	unsafe	8	7	reset	200	0.08	0
3	unsafe	8	7	stall	1	0.0	0
3	unsafe	8	7	stall	2	0.0	0
3	unsafe	8	7	stall	3	0.0	0
3	unsafe	8	7	stall	4	0.0	0
3	unsafe	8	7	stall	5	0.0	0
3	unsafe	8	7	stall	6	0.0	0
3	unsafe	8	7	stall	7	0.0	0
3	checked	16	15	reset	1	118.934	1
3	checked	16	15	reset	2	104.688	1
3	checked	16	15	reset	3	85.03	1
3	checked	16	15	reset	4	249.471	1
3	checked	16	15	reset	5	186.011	1
3	checked	16	15	reset	6	43.923	1
3	checked	16	15	reset	7	38.663	1
3	checked	16	15	reset	8	39.094	1
3	checked	16	15	reset	9	37.741	1
3	checked	16	15	reset	10	37.501	1
3	checked	16	15	reset	11	36.378	1
3	checked	16	15	reset	12	36.769	1
3	checked	16	15	reset	13	37.25	1
3	checked	16	15	reset	14	37.23	1
3	checked	16	15	reset	15	40.166	1
3	checked	16	15	reset	16	35.948	1
3	checked	16	15	reset	17	35.577	1
3	checked	16	15	reset	18	36.649	1
3	checked	16	15	reset	19	35.657	1
3	checked	16	15	reset	20	35.688	1
3	checked	16	15	reset	21	35.717	1
3	checked	16	15	reset	22	40.337	1
3	checked	16	15	reset	23	92.575	1
3	checked	16	15	reset	24	82.475	1
3	checked	16	15	reset	25	78.318	1
3	checked	16	15	reset	26	69.801	1
3	checked	16	15	reset	27	67.046	1
3	checked	16	15	reset	28	68.209	1
3	checked	16	15	reset	29	65.123	1
3	checked	16	15	reset	30	67.226	1
3	checked	16	15	reset	31	67.487	1
